connected_hours,earnings,driver_classification,week,app
20,86.15854333851614,part_time,2020-10-18,uber
18,43.229544308409686,part_time,2020-10-18,uber
16,76.1866657544278,part_time,2020-10-18,uber
15,94.85819187585311,part_time,2020-10-18,uber
25,130.14035006902122,part_time,2020-10-18,uber
28,200.51002208745575,part_time,2020-10-18,uber
24,99.02208305861024,part_time,2020-10-18,uber
19,120.33575577206904,part_time,2020-10-18,uber
14,34.814097910886495,part_time,2020-10-18,uber
21,48.75332380268749,part_time,2020-10-18,uber
8,44.28891740526343,part_time,2020-10-18,uber
25,72.8364741510879,part_time,2020-10-18,uber
18,127.49997035434825,part_time,2020-10-18,uber
19,79.53183227828211,part_time,2020-10-18,uber
21,57.48293599305458,part_time,2020-10-18,uber
18,73.61960928753155,part_time,2020-10-18,uber
28,179.65802584025033,part_time,2020-10-18,uber
15,87.49065524958024,part_time,2020-10-18,uber
20,41.518368153213395,part_time,2020-10-18,uber
23,126.00815126335128,part_time,2020-10-18,uber
13,47.1895967814286,part_time,2020-10-18,uber
16,107.97472523074485,part_time,2020-10-18,uber
18,54.39323969354854,part_time,2020-10-18,uber
19,61.21634636881836,part_time,2020-10-18,uber
14,55.96424851380844,part_time,2020-10-18,uber
20,106.57170218742533,part_time,2020-10-18,uber
25,128.71617706688573,part_time,2020-10-18,uber
14,57.16405621740299,part_time,2020-10-18,uber
21,88.47791616557016,part_time,2020-10-18,uber
25,103.25787771487262,part_time,2020-10-18,uber
15,70.18005388817902,part_time,2020-10-18,uber
25,96.41757521627274,part_time,2020-10-18,uber
16,31.645200746972222,part_time,2020-10-18,uber
23,140.03864009553334,part_time,2020-10-18,uber
22,101.93954222419752,part_time,2020-10-18,uber
24,107.04905510685585,part_time,2020-10-18,uber
26,214.15871225745275,part_time,2020-10-18,uber
18,60.15304399408109,part_time,2020-10-18,uber
19,155.67106136297954,part_time,2020-10-18,uber
22,68.40525867629046,part_time,2020-10-18,uber
19,32.45008395928121,part_time,2020-10-18,uber
14,142.07965283193664,part_time,2020-10-18,uber
19,98.43530680215572,part_time,2020-10-18,uber
13,53.575862022586435,part_time,2020-10-18,uber
17,133.13270086481765,part_time,2020-10-18,uber
8,16.156507462068543,part_time,2020-10-18,uber
16,74.0508363976631,part_time,2020-10-18,uber
16,39.0286247160271,part_time,2020-10-18,uber
15,72.42750508117314,part_time,2020-10-18,uber
36,184.7565614291619,part_time,2020-10-18,uber
29,106.35371487125275,part_time,2020-10-18,uber
30,71.43399395828557,part_time,2020-10-18,uber
24,102.14254471383273,part_time,2020-10-18,uber
25,120.28539950875108,part_time,2020-10-18,uber
14,51.96369996163735,part_time,2020-10-18,uber
21,181.3851345871606,part_time,2020-10-18,uber
23,117.20029729495292,part_time,2020-10-18,uber
20,29.57237282632088,part_time,2020-10-18,uber
19,42.75203399184061,part_time,2020-10-18,uber
8,32.17634665250744,part_time,2020-10-18,uber
25,68.6272845882618,part_time,2020-10-18,uber
18,121.85531043887563,part_time,2020-10-18,uber
12,38.67543133860574,part_time,2020-10-18,uber
14,86.04241964904249,part_time,2020-10-18,uber
15,64.91184764071862,part_time,2020-10-18,uber
25,127.50631743056408,part_time,2020-10-18,uber
18,106.30493262621562,part_time,2020-10-18,uber
14,44.24208891283705,part_time,2020-10-18,uber
24,104.82987387535206,part_time,2020-10-18,uber
18,49.90018466127387,part_time,2020-10-18,uber
23,142.8768339948365,part_time,2020-10-18,uber
16,56.18024675757093,part_time,2020-10-18,uber
9,26.630480367594487,part_time,2020-10-18,uber
28,117.74342325411594,part_time,2020-10-18,uber
13,62.37695395843628,part_time,2020-10-18,uber
15,34.43035122954719,part_time,2020-10-18,uber
14,55.3894631074262,part_time,2020-10-18,uber
21,133.3002297590562,part_time,2020-10-18,uber
32,120.4103350158891,part_time,2020-10-18,uber
8,27.030772136183586,part_time,2020-10-18,uber
23,83.0761813594269,part_time,2020-10-18,uber
19,67.05270751917544,part_time,2020-10-18,uber
20,73.24264576999059,part_time,2020-10-18,uber
24,74.35114951591173,part_time,2020-10-18,uber
18,24.378892898111502,part_time,2020-10-18,uber
20,111.42714549746414,part_time,2020-10-18,uber
25,112.88729711332425,part_time,2020-10-18,uber
22,63.35924429057585,part_time,2020-10-18,uber
14,40.643380389139956,part_time,2020-10-18,uber
21,46.94035505585851,part_time,2020-10-18,uber
26,63.77234039753716,part_time,2020-10-18,uber
21,65.42873721131062,part_time,2020-10-18,uber
19,159.40174662216555,part_time,2020-10-18,uber
15,57.75652867271711,part_time,2020-10-18,uber
25,117.27876809117461,part_time,2020-10-18,uber
29,94.59055785830427,part_time,2020-10-18,uber
19,80.47844329662857,part_time,2020-10-18,uber
20,88.87664995089587,part_time,2020-10-18,uber
19,83.12868529599646,part_time,2020-10-18,uber
19,58.73952321208732,part_time,2020-10-18,uber
16,47.53152949440942,part_time,2020-10-18,uber
18,121.06212426745927,part_time,2020-10-18,uber
27,125.26658348931281,part_time,2020-10-18,uber
19,89.80245900757454,part_time,2020-10-18,uber
22,70.85837859060501,part_time,2020-10-18,uber
20,99.89849532178633,part_time,2020-10-18,uber
24,96.74163765816095,part_time,2020-10-18,uber
16,47.31668717359221,part_time,2020-10-18,uber
24,251.80443483301434,part_time,2020-10-18,uber
23,78.18698152805625,part_time,2020-10-18,uber
19,53.401794530517115,part_time,2020-10-18,uber
14,35.6053572118268,part_time,2020-10-18,uber
18,75.63965910352806,part_time,2020-10-18,uber
18,58.590129515074935,part_time,2020-10-18,uber
19,35.25230741496435,part_time,2020-10-18,uber
21,96.16051864944639,part_time,2020-10-18,uber
27,97.10803043972695,part_time,2020-10-18,uber
20,50.6336949156819,part_time,2020-10-18,uber
14,37.9883614583097,part_time,2020-10-18,uber
18,105.5586753998422,part_time,2020-10-18,uber
17,47.36809634130404,part_time,2020-10-18,uber
26,146.47700409121197,part_time,2020-10-18,uber
16,29.963252885664073,part_time,2020-10-18,uber
20,53.36463574805339,part_time,2020-10-18,uber
39,199.35256332470541,part_time,2020-10-18,uber
20,143.18845193322812,part_time,2020-10-18,uber
23,122.90503265462677,part_time,2020-10-18,uber
28,85.0598448284518,part_time,2020-10-18,uber
14,44.978874855465044,part_time,2020-10-18,uber
28,85.93407004709096,part_time,2020-10-18,uber
26,153.44206279990144,part_time,2020-10-18,uber
13,57.10897618901744,part_time,2020-10-18,uber
19,61.82244764272282,part_time,2020-10-18,uber
22,97.81811752883563,part_time,2020-10-18,uber
31,138.51776053167836,part_time,2020-10-18,uber
9,57.47848226321486,part_time,2020-10-18,uber
25,90.87080057919967,part_time,2020-10-18,uber
26,67.36094048621624,part_time,2020-10-18,uber
13,32.863852824519356,part_time,2020-10-18,uber
17,60.397560657358746,part_time,2020-10-18,uber
20,128.56023960279984,part_time,2020-10-18,uber
10,60.34861056199449,part_time,2020-10-18,uber
19,124.53595379327069,part_time,2020-10-18,uber
20,72.4368760438955,part_time,2020-10-18,uber
21,51.9688265767288,part_time,2020-10-18,uber
14,38.68614405583118,part_time,2020-10-18,uber
21,61.975450697170395,part_time,2020-10-18,uber
11,40.74467110025356,part_time,2020-10-18,uber
14,83.33035335829862,part_time,2020-10-18,uber
28,123.74407013023887,part_time,2020-10-18,uber
24,96.81358919609595,part_time,2020-10-18,uber
27,84.86084608347477,part_time,2020-10-18,uber
27,71.99583458204769,part_time,2020-10-18,uber
32,123.03029286722874,part_time,2020-10-18,uber
19,115.30983878966418,part_time,2020-10-18,uber
19,101.93812944535426,part_time,2020-10-18,uber
21,79.19599243891469,part_time,2020-10-18,uber
19,54.315753381968065,part_time,2020-10-18,uber
25,57.11078853884638,part_time,2020-10-18,uber
14,83.4951835674373,part_time,2020-10-18,uber
18,64.85149911171577,part_time,2020-10-18,uber
18,28.36985375129867,part_time,2020-10-18,uber
14,46.740276285865946,part_time,2020-10-18,uber
20,104.93336503961301,part_time,2020-10-18,uber
16,44.2787897864345,part_time,2020-10-18,uber
13,52.96946866984372,part_time,2020-10-18,uber
14,85.14424759721499,part_time,2020-10-18,uber
20,78.51552001248238,part_time,2020-10-18,uber
20,115.52054140744727,part_time,2020-10-18,uber
12,88.43736657552091,part_time,2020-10-18,uber
32,89.76995791952503,part_time,2020-10-18,uber
17,51.497903882660154,part_time,2020-10-18,uber
28,83.58221189178767,part_time,2020-10-18,uber
22,65.03540320150984,part_time,2020-10-18,uber
12,76.1572924185599,part_time,2020-10-18,uber
29,147.54480456979255,part_time,2020-10-18,uber
22,53.73658310533146,part_time,2020-10-18,uber
20,64.47724774849847,part_time,2020-10-18,uber
24,111.139088285967,part_time,2020-10-18,uber
23,70.49699447677519,part_time,2020-10-18,uber
7,28.976175937268295,part_time,2020-10-18,uber
16,73.64111787268878,part_time,2020-10-18,uber
23,60.570197994938646,part_time,2020-10-18,uber
13,26.128193096962853,part_time,2020-10-18,uber
19,64.22056064519975,part_time,2020-10-18,uber
11,58.56636636861374,part_time,2020-10-18,uber
20,39.94638052583341,part_time,2020-10-18,uber
14,46.59020251228546,part_time,2020-10-18,uber
19,104.52675104596469,part_time,2020-10-18,uber
13,49.29536030042569,part_time,2020-10-18,uber
25,114.62149519378548,part_time,2020-10-18,uber
11,53.6284528766168,part_time,2020-10-18,uber
21,110.22343118302274,part_time,2020-10-18,uber
15,44.521576214134534,part_time,2020-10-18,uber
19,72.82028325128654,part_time,2020-10-18,uber
10,50.84120560850348,part_time,2020-10-18,uber
21,125.02681214455653,part_time,2020-10-18,uber
19,83.54719280036471,part_time,2020-10-18,uber
30,127.5808405074285,part_time,2020-10-18,uber
26,157.77927470770948,part_time,2020-10-18,uber
20,79.26362748605155,part_time,2020-10-18,uber
27,82.11692382006989,part_time,2020-10-18,uber
20,129.72638201226255,part_time,2020-10-18,uber
25,101.29970926602599,part_time,2020-10-18,uber
20,53.76840954841165,part_time,2020-10-18,uber
21,56.95669053419141,part_time,2020-10-18,uber
29,129.23096645663668,part_time,2020-10-18,uber
30,123.45492675239382,part_time,2020-10-18,uber
19,95.17691883622474,part_time,2020-10-18,uber
34,135.89465610801133,part_time,2020-10-18,uber
15,50.183587981135275,part_time,2020-10-18,uber
33,119.53368612829529,part_time,2020-10-18,uber
23,150.95940584269647,part_time,2020-10-18,uber
8,43.00463284158179,part_time,2020-10-18,uber
15,94.3119755175825,part_time,2020-10-18,uber
31,52.353736964214136,part_time,2020-10-18,uber
29,98.57194771752513,part_time,2020-10-18,uber
19,87.58234100103985,part_time,2020-10-18,uber
24,81.30591144085267,part_time,2020-10-18,uber
16,82.71666300522696,part_time,2020-10-18,uber
24,97.87792828246509,part_time,2020-10-18,uber
27,176.3185488759122,part_time,2020-10-18,uber
14,59.625192852265066,part_time,2020-10-18,uber
34,156.79995855920745,part_time,2020-10-18,uber
13,80.97830087999233,part_time,2020-10-18,uber
17,63.39216094417492,part_time,2020-10-18,uber
16,78.67856128932262,part_time,2020-10-18,uber
21,109.06010547162163,part_time,2020-10-18,uber
28,135.08777540409898,part_time,2020-10-18,uber
17,53.79215682616417,part_time,2020-10-18,uber
27,58.20238682142097,part_time,2020-10-18,uber
15,87.07846658975421,part_time,2020-10-18,uber
12,62.62070242406446,part_time,2020-10-18,uber
23,54.625935363698815,part_time,2020-10-18,uber
32,205.77310898335978,part_time,2020-10-18,uber
25,94.26504153965467,part_time,2020-10-18,uber
28,122.43252404268584,part_time,2020-10-18,uber
25,109.00910830353668,part_time,2020-10-18,uber
13,36.418166904806,part_time,2020-10-18,uber
28,75.7135523517266,part_time,2020-10-18,uber
17,113.91359038423208,part_time,2020-10-18,uber
22,97.34639971189584,part_time,2020-10-18,uber
27,110.90647358091277,part_time,2020-10-18,uber
22,149.93413143478602,part_time,2020-10-18,uber
16,79.23307396942491,part_time,2020-10-18,uber
11,49.333293278932864,part_time,2020-10-18,uber
12,17.344134466640213,part_time,2020-10-18,uber
17,58.021344525806754,part_time,2020-10-18,uber
21,62.73431762085616,part_time,2020-10-18,uber
22,52.11340172244235,part_time,2020-10-18,uber
11,48.12937980613563,part_time,2020-10-18,uber
11,77.02390342423635,part_time,2020-10-18,uber
19,44.82522034634296,part_time,2020-10-18,uber
24,35.30360008417361,part_time,2020-10-18,uber
23,157.01130975352754,part_time,2020-10-18,uber
16,36.47279173095224,part_time,2020-10-18,uber
9,45.35788362821877,part_time,2020-10-18,uber
18,35.59040372713231,part_time,2020-10-18,uber
29,85.16752777664094,part_time,2020-10-18,uber
18,57.287889916090116,part_time,2020-10-18,uber
18,56.40628141033652,part_time,2020-10-18,uber
12,63.94263249664633,part_time,2020-10-18,uber
26,122.09711797953331,part_time,2020-10-18,uber
12,60.28566254716535,part_time,2020-10-18,uber
20,123.28473178516406,part_time,2020-10-18,uber
14,43.86142468482949,part_time,2020-10-18,uber
39,174.4928067866141,part_time,2020-10-18,uber
18,53.29384932879348,part_time,2020-10-18,uber
25,166.05030651899293,part_time,2020-10-18,uber
31,127.70280892989476,part_time,2020-10-18,uber
11,30.764412737440743,part_time,2020-10-18,uber
21,92.94772906801506,part_time,2020-10-18,uber
13,48.69511906041841,part_time,2020-10-18,uber
31,245.4499409580549,part_time,2020-10-18,uber
19,74.71460888788815,part_time,2020-10-18,uber
15,48.207364461856166,part_time,2020-10-18,uber
19,70.37020110473198,part_time,2020-10-18,uber
16,99.2384725716734,part_time,2020-10-18,uber
28,98.19501602634612,part_time,2020-10-18,uber
16,48.41218764079512,part_time,2020-10-18,uber
23,103.27381452178412,part_time,2020-10-18,uber
21,116.20321607487837,part_time,2020-10-18,uber
23,125.39757016913165,part_time,2020-10-18,uber
29,85.28627350830253,part_time,2020-10-18,uber
18,79.28982792844553,part_time,2020-10-18,uber
19,121.213226509572,part_time,2020-10-18,uber
9,28.544897594799302,part_time,2020-10-18,uber
12,39.26276540098663,part_time,2020-10-18,uber
29,118.21885841846807,part_time,2020-10-18,uber
17,58.171210457111705,part_time,2020-10-18,uber
23,55.83086312170054,part_time,2020-10-18,uber
23,35.69274227738377,part_time,2020-10-18,uber
16,59.911491026231566,part_time,2020-10-18,uber
34,142.0105843764413,full_time,2020-10-18,uber
36,213.192309086783,full_time,2020-10-18,uber
36,149.3791497813934,full_time,2020-10-18,uber
27,240.18303293968364,full_time,2020-10-18,uber
43,222.0437352969056,full_time,2020-10-18,uber
41,192.8082683313713,full_time,2020-10-18,uber
40,210.37179523755475,full_time,2020-10-18,uber
42,146.1668012093592,full_time,2020-10-18,uber
44,196.96690668728286,full_time,2020-10-18,uber
38,172.36944494185582,full_time,2020-10-18,uber
55,244.01161555385954,full_time,2020-10-18,uber
41,312.3820602798841,full_time,2020-10-18,uber
40,205.3013691492828,full_time,2020-10-18,uber
37,192.22035699314537,full_time,2020-10-18,uber
49,221.93345968447275,full_time,2020-10-18,uber
42,187.97701633685926,full_time,2020-10-18,uber
38,209.22055766901963,full_time,2020-10-18,uber
44,249.0338659094374,full_time,2020-10-18,uber
45,209.87640612396993,full_time,2020-10-18,uber
46,174.1591962819756,full_time,2020-10-18,uber
44,284.46881090890236,full_time,2020-10-18,uber
23,100.09124147639056,full_time,2020-10-18,uber
32,151.2229841804577,full_time,2020-10-18,uber
27,115.54827382691882,full_time,2020-10-18,uber
41,222.02720606795404,full_time,2020-10-18,uber
41,202.93551079870855,full_time,2020-10-18,uber
42,188.81320182829052,full_time,2020-10-18,uber
45,209.40097194624553,full_time,2020-10-18,uber
46,262.9125812846718,full_time,2020-10-18,uber
45,205.10793957674397,full_time,2020-10-18,uber
45,254.96514166669053,full_time,2020-10-18,uber
43,192.4660826475329,full_time,2020-10-18,uber
41,183.50009484316743,full_time,2020-10-18,uber
32,175.04428694395608,full_time,2020-10-18,uber
36,244.54090207975204,full_time,2020-10-18,uber
49,326.897718654788,full_time,2020-10-18,uber
25,138.21458641377777,full_time,2020-10-18,uber
39,176.97947477239663,full_time,2020-10-18,uber
25,137.70720763187282,full_time,2020-10-18,uber
42,138.36218645175592,full_time,2020-10-18,uber
32,135.3208827274575,full_time,2020-10-18,uber
62,342.4384620680462,full_time,2020-10-18,uber
50,205.17544259991038,full_time,2020-10-18,uber
45,330.1268277516955,full_time,2020-10-18,uber
46,244.9426197238387,full_time,2020-10-18,uber
57,350.7404726296073,full_time,2020-10-18,uber
38,148.24600002716596,full_time,2020-10-18,uber
34,192.36268829791177,full_time,2020-10-18,uber
38,225.07888750862548,full_time,2020-10-18,uber
42,184.93854860091116,full_time,2020-10-18,uber
28,133.4753137605737,full_time,2020-10-18,uber
57,317.3448980477535,full_time,2020-10-18,uber
33,151.21915596919203,full_time,2020-10-18,uber
51,248.21976989041445,full_time,2020-10-18,uber
40,246.35836364401734,full_time,2020-10-18,uber
42,196.0850668500154,full_time,2020-10-18,uber
34,151.87136496936404,full_time,2020-10-18,uber
37,136.1036051590479,full_time,2020-10-18,uber
42,195.01042963502266,full_time,2020-10-18,uber
30,115.73947071271806,full_time,2020-10-18,uber
49,243.77931475353316,full_time,2020-10-18,uber
20,105.9304788592276,full_time,2020-10-18,uber
46,250.15984662721075,full_time,2020-10-18,uber
27,98.73730466789786,full_time,2020-10-18,uber
29,141.3149624448697,full_time,2020-10-18,uber
59,248.6177222741213,full_time,2020-10-18,uber
40,187.9280489789545,full_time,2020-10-18,uber
53,301.0579942681763,full_time,2020-10-18,uber
55,251.20804244099062,full_time,2020-10-18,uber
59,264.5725482034768,full_time,2020-10-18,uber
38,180.19901599195697,full_time,2020-10-18,uber
56,290.5554413944761,full_time,2020-10-18,uber
52,288.94309286193305,full_time,2020-10-18,uber
38,180.78722150586262,full_time,2020-10-18,uber
46,212.91334474462235,full_time,2020-10-18,uber
21,134.32096666040107,full_time,2020-10-18,uber
63,311.1434997985146,full_time,2020-10-18,uber
35,149.55254886692865,full_time,2020-10-18,uber
32,116.07836337923732,full_time,2020-10-18,uber
44,170.23383574661528,full_time,2020-10-18,uber
34,174.44891088652474,full_time,2020-10-18,uber
46,246.23300493662936,full_time,2020-10-18,uber
48,187.08277608955748,full_time,2020-10-18,uber
56,308.7306012175287,full_time,2020-10-18,uber
28,138.26505898924472,full_time,2020-10-18,uber
34,232.79595435555552,full_time,2020-10-18,uber
39,159.0313484495567,full_time,2020-10-18,uber
38,215.21675708433315,full_time,2020-10-18,uber
54,154.2031751304145,full_time,2020-10-18,uber
35,258.4738036143563,full_time,2020-10-18,uber
40,243.18241501912894,full_time,2020-10-18,uber
26,121.83998503539543,full_time,2020-10-18,uber
45,178.717179906641,full_time,2020-10-18,uber
40,200.56286537140753,full_time,2020-10-18,uber
39,166.71955394459437,full_time,2020-10-18,uber
36,197.5902052221155,full_time,2020-10-18,uber
37,166.95209132310623,full_time,2020-10-18,uber
66,451.0249101532971,full_time,2020-10-18,uber
33,165.13563270614134,full_time,2020-10-18,uber
45,297.1057679471751,full_time,2020-10-18,uber
44,275.50788182025144,full_time,2020-10-18,uber
41,245.11586919546403,full_time,2020-10-18,uber
45,142.08705407093768,full_time,2020-10-18,uber
37,164.57297660050398,full_time,2020-10-18,uber
30,196.0893416427376,full_time,2020-10-18,uber
45,251.89929191078963,full_time,2020-10-18,uber
33,137.509388706052,full_time,2020-10-18,uber
35,180.57846623258823,full_time,2020-10-18,uber
32,143.6517607834609,full_time,2020-10-18,uber
40,261.7718475199375,full_time,2020-10-18,uber
42,148.37630657914013,full_time,2020-10-18,uber
33,120.9212350872498,full_time,2020-10-18,uber
44,156.88624200204188,full_time,2020-10-18,uber
32,159.27986974825396,full_time,2020-10-18,uber
33,168.08978617631905,full_time,2020-10-18,uber
47,186.12322209476554,full_time,2020-10-18,uber
45,303.22857971219065,full_time,2020-10-18,uber
27,176.92132783298237,full_time,2020-10-18,uber
54,268.8463017530468,full_time,2020-10-18,uber
33,154.09950994078233,full_time,2020-10-18,uber
67,231.5795489529993,full_time,2020-10-18,uber
44,251.72916512422,full_time,2020-10-18,uber
50,253.5579436733021,full_time,2020-10-18,uber
50,277.7124314131157,full_time,2020-10-18,uber
41,156.44537277332722,full_time,2020-10-18,uber
42,172.03625808392312,full_time,2020-10-18,uber
31,140.3397554400317,full_time,2020-10-18,uber
28,117.48448030387523,full_time,2020-10-18,uber
40,171.63719122544677,full_time,2020-10-18,uber
6,15.35916561125662,occasional,2020-10-18,uber
10,54.162072369714316,occasional,2020-10-18,uber
12,27.987535227706946,occasional,2020-10-18,uber
3,16.206529251661667,occasional,2020-10-18,uber
10,32.97435424965322,occasional,2020-10-18,uber
5,39.13792349042982,occasional,2020-10-18,uber
4,12.734911124212788,occasional,2020-10-18,uber
7,14.935590717936634,occasional,2020-10-18,uber
4,15.211335934875066,occasional,2020-10-18,uber
15,49.134387294051216,occasional,2020-10-18,uber
13,34.069932006272886,occasional,2020-10-18,uber
3,9.618664541191977,occasional,2020-10-18,uber
8,10.055256745355319,occasional,2020-10-18,uber
6,42.46841592867859,occasional,2020-10-18,uber
